segment,elevation,name,rating
1926.54925296,3313.14746094,Sundance,Green
1938.11939252,3310.43383789,Sundance,Green
1949.68953208,3308.18530273,Sundance,Green
1961.25967164,3307.21777344,Sundance,Green
1972.82981121,3306.17358398,Sundance,Green
1984.39995077,3304.0793457,Sundance,Green
1995.97009033,3303.06860352,Sundance,Green
2007.5402299,3302.15869141,Sundance,Green
2019.11036946,3301.44970703,Sundance,Green
2030.68050902,3299.58105469,Sundance,Green
0,3362.28540039,TB Glade,Blue
11.8478568897,3359.96728516,TB Glade,Blue
23.6957137795,3358.97094727,TB Glade,Blue
35.5435706692,3356.98022461,TB Glade,Blue
47.391427559,3355.04052734,TB Glade,Blue
59.2392844487,3354.29052734,TB Glade,Blue
71.0871413384,3351.83813477,TB Glade,Blue
82.9349982282,3351.04443359,TB Glade,Blue
94.7828551179,3348.55737305,TB Glade,Blue
114.018423699,3345.55834961,TB Glade,Blue
133.253992279,3344.79589844,TB Glade,Blue
152.48956086,3344.00317383,TB Glade,Blue
171.725129441,3343.99414062,TB Glade,Blue
190.960698021,3342.66064453,TB Glade,Blue
210.196266602,3341.04248047,TB Glade,Blue
226.762169151,3339.01318359,TB Glade,Blue
243.328071699,3340.10449219,TB Glade,Blue
259.893974248,3339.63061523,TB Glade,Blue
276.459876797,3338.50073242,TB Glade,Blue
0,3649.34692383,The Spine,Double Black
16.3612999388,3644.82006836,The Spine,Double Black
32.7225998776,3639.43066406,The Spine,Double Black
49.0838998165,3634.09350586,The Spine,Double Black
65.4451997553,3624.42724609,The Spine,Double Black
81.8064996941,3619.49633789,The Spine,Double Black
96.9390678234,3613.43334961,The Spine,Double Black
112.071635953,3606.69873047,The Spine,Double Black
127.204204082,3599.53686523,The Spine,Double Black
142.336772211,3593.29370117,The Spine,Double Black
157.46934034,3585.59643555,The Spine,Double Black
172.60190847,3578.58276367,The Spine,Double Black
188.386924414,3566.72802734,The Spine,Double Black
204.171940359,3559.82788086,The Spine,Double Black
219.956956304,3553.90356445,The Spine,Double Black
235.741972249,3547.86694336,The Spine,Double Black
251.526988194,3541.75732422,The Spine,Double Black
265.70491238,3534.97753906,The Spine,Double Black
279.882836566,3526.96948242,The Spine,Double Black
294.060760752,3519.92651367,The Spine,Double Black
308.238684938,3513.43823242,The Spine,Double Black
322.416609123,3502.03808594,The Spine,Double Black
336.594533309,3494.50878906,The Spine,Double Black
350.231898226,3487.15234375,The Spine,Double Black
363.869263142,3481.07983398,The Spine,Double Black
377.506628059,3475.25854492,The Spine,Double Black
391.143992975,3469.95092773,The Spine,Double Black
404.781357892,3464.48901367,The Spine,Double Black
418.418722808,3457.80444336,The Spine,Double Black
432.056087725,3451.30224609,The Spine,Double Black
445.693452641,3444.32836914,The Spine,Double Black
460.482053834,3440.82861328,The Spine,Double Black
475.270655026,3438.20117188,The Spine,Double Black
490.059256219,3436.03198242,The Spine,Double Black
509.900246755,3437.13964844,The Spine,Double Black
0,3582.69824219,Timber Glades,Double Black
13.6270317151,3572.69873047,Timber Glades,Double Black
27.2540634303,3566.84814453,Timber Glades,Double Black
40.8810951454,3565.14257812,Timber Glades,Double Black
54.5081268606,3558.83251953,Timber Glades,Double Black
68.1351585757,3553.6328125,Timber Glades,Double Black
81.7621902908,3548.46337891,Timber Glades,Double Black
96.2449344549,3543.72021484,Timber Glades,Double Black
110.727678619,3539.2644043,Timber Glades,Double Black
125.210422783,3535.33666992,Timber Glades,Double Black
139.693166947,3531.53613281,Timber Glades,Double Black
154.175911111,3527.37304688,Timber Glades,Double Black
168.658655275,3522.38037109,Timber Glades,Double Black
183.240710848,3514.31005859,Timber Glades,Double Black
197.822766421,3507.09887695,Timber Glades,Double Black
212.404821994,3502.52270508,Timber Glades,Double Black
226.986877568,3494.03173828,Timber Glades,Double Black
241.568933141,3488.50268555,Timber Glades,Double Black
256.150988714,3480.06494141,Timber Glades,Double Black
271.512258627,3471.72314453,Timber Glades,Double Black
286.87352854,3463.08349609,Timber Glades,Double Black
302.234798452,3453.93725586,Timber Glades,Double Black
317.596068365,3451.80932617,Timber Glades,Double Black
0,3421.91967773,Turbo,Double Black
13.9931570078,3416.65258789,Turbo,Double Black
27.9863140155,3411.62255859,Turbo,Double Black
41.9794710233,3404.08691406,Turbo,Double Black
55.9726280311,3394.98852539,Turbo,Double Black
69.9657850388,3391.26269531,Turbo,Double Black
83.9589420466,3386.82226562,Turbo,Double Black
97.9520990544,3382.02319336,Turbo,Double Black
114.454768162,3377.46484375,Turbo,Double Black
130.95743727,3373.74438477,Turbo,Double Black
147.460106378,3369.79736328,Turbo,Double Black
163.962775485,3361.09667969,Turbo,Double Black
181.509562369,3353.4440918,Turbo,Double Black
199.056349253,3345.11401367,Turbo,Double Black
216.603136136,3340.70825195,Turbo,Double Black
230.763404023,3337.93188477,Turbo,Double Black
244.92367191,3331.60327148,Turbo,Double Black
259.083939796,3327.56152344,Turbo,Double Black
273.244207683,3324.42382812,Turbo,Double Black
287.40447557,3320.12670898,Turbo,Double Black
301.564743456,3317.07177734,Turbo,Double Black
0,3485.74780273,Weasel Way,Blue
14.3424326006,3484.09350586,Weasel Way,Blue
28.6848652013,3482.59472656,Weasel Way,Blue
43.0272978019,3481.34594727,Weasel Way,Blue
57.3697304025,3480.04467773,Weasel Way,Blue
71.7121630031,3479.0378418,Weasel Way,Blue
86.0545956038,3478.26269531,Weasel Way,Blue
100.397028204,3477.43212891,Weasel Way,Blue
114.739460805,3476.70288086,Weasel Way,Blue
129.081893406,3475.52709961,Weasel Way,Blue
143.424326006,3474.17089844,Weasel Way,Blue
157.766758607,3472.63256836,Weasel Way,Blue
172.109191208,3471.28149414,Weasel Way,Blue
186.451623808,3469.89770508,Weasel Way,Blue
200.794056409,3468.38232422,Weasel Way,Blue
215.219186788,3465.23828125,Weasel Way,Blue
229.644317168,3463.42456055,Weasel Way,Blue
244.069447547,3461.31323242,Weasel Way,Blue
258.494577927,3460.96313477,Weasel Way,Blue
272.919708306,3458.81811523,Weasel Way,Blue
287.344838686,3456.87084961,Weasel Way,Blue
301.769969065,3455.0222168,Weasel Way,Blue
316.258126673,3453.26220703,Weasel Way,Blue
330.74628428,3453.30615234,Weasel Way,Blue
345.234441888,3451.94189453,Weasel Way,Blue
359.722599496,3450.90063477,Weasel Way,Blue
374.210757103,3449.76293945,Weasel Way,Blue
388.698914711,3449.71166992,Weasel Way,Blue
403.187072318,3448.3996582,Weasel Way,Blue
417.675229926,3447.03417969,Weasel Way,Blue
432.163387533,3444.11914062,Weasel Way,Blue
446.651545141,3443.6003418,Weasel Way,Blue
462.394359891,3441.07568359,Weasel Way,Blue
478.137174641,3439.12744141,Weasel Way,Blue
493.879989391,3438.01391602,Weasel Way,Blue
509.622804141,3436.50952148,Weasel Way,Blue
525.365618891,3436.19165039,Weasel Way,Blue
541.108433641,3435.54077148,Weasel Way,Blue
556.851248391,3434.04272461,Weasel Way,Blue
572.594063141,3431.69262695,Weasel Way,Blue
0,3472.36230469,West Turbo,Double Black
16.3378690019,3462.44750977,West Turbo,Double Black
32.6757380038,3451.02929688,West Turbo,Double Black
49.0136070056,3442.55541992,West Turbo,Double Black
65.3514760075,3433.11669922,West Turbo,Double Black
81.6893450094,3424.30981445,West Turbo,Double Black
98.0272140113,3416.03808594,West Turbo,Double Black
114.365083013,3410.02905273,West Turbo,Double Black
130.702952015,3399.22436523,West Turbo,Double Black
146.44604165,3395.21362305,West Turbo,Double Black
162.189131284,3389.51513672,West Turbo,Double Black
177.932220919,3383.29272461,West Turbo,Double Black
193.675310553,3378.89819336,West Turbo,Double Black
209.418400188,3374.01318359,West Turbo,Double Black
225.161489822,3369.34936523,West Turbo,Double Black
240.904579457,3365.61987305,West Turbo,Double Black
256.647669091,3361.27539062,West Turbo,Double Black
272.390758726,3357.44042969,West Turbo,Double Black
288.13384836,3351.04516602,West Turbo,Double Black
303.876937995,3343.52587891,West Turbo,Double Black
0,3665.77319336,West Wall,Blue
11.1358430474,3662.52539062,West Wall,Blue
22.2716860948,3658.60107422,West Wall,Blue
33.4075291422,3655.26611328,West Wall,Blue
44.5433721896,3651.15136719,West Wall,Blue
55.6792152369,3646.86889648,West Wall,Blue
66.8150582843,3642.48974609,West Wall,Blue
77.9509013317,3634.6472168,West Wall,Blue
89.0867443791,3630.85742188,West Wall,Blue
100.222587426,3627.09716797,West Wall,Blue
111.358430474,3623.9362793,West Wall,Blue
122.494273521,3620.92944336,West Wall,Blue
133.630116569,3618.04199219,West Wall,Blue
144.435548552,3615.68920898,West Wall,Blue
155.240980536,3613.92724609,West Wall,Blue
166.04641252,3612.37304688,West Wall,Blue
176.851844504,3611.2331543,West Wall,Blue
187.657276488,3613.02929688,West Wall,Blue
198.462708471,3613.09887695,West Wall,Blue
209.268140455,3613.44995117,West Wall,Blue
220.073572439,3613.82910156,West Wall,Blue
230.879004423,3614.0637207,West Wall,Blue
241.684436407,3614.40258789,West Wall,Blue
0,3668.16967773,Wildcat,Black
12.2406473004,3663.50024414,Wildcat,Black
24.4812946008,3660.33007812,Wildcat,Black
36.7219419012,3653.95532227,Wildcat,Black
48.9625892016,3650.06518555,Wildcat,Black
61.203236502,3644.74584961,Wildcat,Black
73.8534662414,3641.6574707,Wildcat,Black
86.5036959808,3638.3605957,Wildcat,Black
99.1539257202,3635.06445312,Wildcat,Black
111.80415546,3631.6484375,Wildcat,Black
124.454385199,3627.12011719,Wildcat,Black
137.104614938,3623.64257812,Wildcat,Black
149.754844678,3614.67089844,Wildcat,Black
163.007566716,3611.75708008,Wildcat,Black
176.260288755,3610.33398438,Wildcat,Black
189.513010794,3610.66894531,Wildcat,Black
202.765732833,3609.31811523,Wildcat,Black
216.018454871,3611.09765625,Wildcat,Black
228.368134812,3611.42285156,Wildcat,Black
240.717814752,3611.54980469,Wildcat,Black
253.067494692,3611.50585938,Wildcat,Black
265.417174632,3614.40258789,Wildcat,Black
0,3968.05737305,Willy's Wide,Double Black
16.2551255485,3967.87866211,Willy's Wide,Double Black
32.510251097,3961.21582031,Willy's Wide,Double Black
48.7653766455,3954.7043457,Willy's Wide,Double Black
65.020502194,3948.35595703,Willy's Wide,Double Black
81.2756277425,3941.10327148,Willy's Wide,Double Black
97.530753291,3936.14599609,Willy's Wide,Double Black
113.78587884,3924.68920898,Willy's Wide,Double Black
130.041004388,3912.15991211,Willy's Wide,Double Black
146.296129937,3900.66723633,Willy's Wide,Double Black
159.368078188,3892.95825195,Willy's Wide,Double Black
172.44002644,3891.40795898,Willy's Wide,Double Black
185.511974692,3882.56323242,Willy's Wide,Double Black
198.583922944,3879.67578125,Willy's Wide,Double Black
211.655871196,3866.84765625,Willy's Wide,Double Black
224.727819448,3852.3215332,Willy's Wide,Double Black
237.7997677,3846.73022461,Willy's Wide,Double Black
250.871715952,3835.75585938,Willy's Wide,Double Black
263.943664204,3832.63305664,Willy's Wide,Double Black
280.396264008,3823.02124023,Willy's Wide,Double Black
296.848863812,3813.72827148,Willy's Wide,Double Black
313.301463616,3803.58129883,Willy's Wide,Double Black
329.75406342,3792.86328125,Willy's Wide,Double Black
346.206663224,3781.20043945,Willy's Wide,Double Black
362.659263028,3772.0234375,Willy's Wide,Double Black
379.111862833,3761.17578125,Willy's Wide,Double Black
395.564462637,3751.71166992,Willy's Wide,Double Black
412.017062441,3742.48535156,Willy's Wide,Double Black
428.469662245,3739.71484375,Willy's Wide,Double Black
444.922262049,3732.05200195,Willy's Wide,Double Black
461.374861853,3722.94042969,Willy's Wide,Double Black
477.827461657,3712.0715332,Willy's Wide,Double Black
494.280061462,3700.40161133,Willy's Wide,Double Black
510.732661266,3691.00244141,Willy's Wide,Double Black
0,3527.76464844,Wrangler,Green
57.9174398903,3513.52294922,Wrangler,Green
96.1710917147,3513.74755859,Wrangler,Green
128.000053976,3512.11962891,Wrangler,Green
185.134789781,3506.7199707,Wrangler,Green
227.837823742,3504.45947266,Wrangler,Green
280.886094177,3498.92211914,Wrangler,Green
330.423067888,3495.01953125,Wrangler,Green
350.553471149,3493.85131836,Wrangler,Green
374.747204866,3493.85131836,Wrangler,Green
442.183221191,3478.51538086,Wrangler,Green
510.118154425,3472.59545898,Wrangler,Green
553.862878876,3467.34912109,Wrangler,Green
597.607603328,3463.79443359,Wrangler,Green
642.745416225,3461.59423828,Wrangler,Green
687.883229123,3455.55126953,Wrangler,Green
735.390317382,3450.26049805,Wrangler,Green
782.897405641,3448.28442383,Wrangler,Green
842.396663595,3445.73291016,Wrangler,Green
901.895921549,3441.23413086,Wrangler,Green
954.57154523,3439.48339844,Wrangler,Green
1007.24716891,3429.42553711,Wrangler,Green
1048.85240731,3426.01733398,Wrangler,Green
1090.45764572,3416.13354492,Wrangler,Green
1132.06288412,3413.54370117,Wrangler,Green
1205.72170181,3404.60864258,Wrangler,Green
1290.59893451,3397.48144531,Wrangler,Green
1304.83327916,3397.48144531,Wrangler,Green
1371.42946177,3384.234375,Wrangler,Green
1409.38771418,3380.15893555,Wrangler,Green
1468.0774207,3377.5090332,Wrangler,Green
1515.52523621,3366.89086914,Wrangler,Green
1570.85842216,3356.33081055,Wrangler,Green
1623.9066926,3345.45141602,Wrangler,Green
1658.44922369,3339.70703125,Wrangler,Green
1692.99175478,3332.70556641,Wrangler,Green
1750.12649059,3331.11425781,Wrangler,Green
1788.60832983,3324.82348633,Wrangler,Green
1827.09016908,3318.16040039,Wrangler,Green
1865.57200832,3316.85913086,Wrangler,Green
1899.53947494,3314.51733398,Wrangler,Green
1933.50694156,3308.49145508,Wrangler,Green
1980.29780155,3301.89819336,Wrangler,Green
2027.08866155,3298.77587891,Wrangler,Green
